Age,Gender,Item Purchased,Category,Purchase Amount (USD),Country,Location,Size,Year,Review Rating,Promo Code Used,Previous Purchases,Payment Method,Discount value
45,Female,Hoodie,Clothing,36,USA,Nebraska,S,2023,3.7,No,nothing,Cash,0
0,Male,Gloves,Accessories,22,USA,Ohio,M,2023,3.6,Yes,33,Debit Card,10
58,Male,Coat,Outerwear,89,USA,Kentucky,L,2023,3.3,Yes,nothing,Debit Card,20
22,Male,Sandals,Footwear,50,USA,Tennessee,M,2023,3.4,No,nothing,Cash,
55,,Boots,Footwear,36,USA,Maine,M,2023,4,No,nothing,Credit Card,0
19,Female,Pants,Clothing,52,USA,Montana,S,2023,4.6,No,41,Bank Transfer,
68,Male,Socks,Clothing,29,USA,Maryland,M,2023,4.2,No,nothing,Bank Transfer,0
0,Male,Blouse,Clothing,89,USA,Georgia,M,2023,2.8,No,nothing,Debit Card,0
68,Female,Handbag,Accessories,47,USA,Hawaii,M,2023,3.7,No,nothing,Bank Transfer,0
0,Male,Jewelry,Accessories,25,USA,Rhode Island,XL,2023,3.4,No,nothing,Debit Card,
41,Male,Pants,Clothing,74,USA,Nebraska,XL,2023,3,No,nothing,Bank Transfer,0
29,Female,Belt,Accessories,46,USA,Michigan,M,2023,4.8,No,39,Debit Card,0
68,Male,Jeans,Clothing,22,USA,North Carolina,S,2023,4,No,nothing,Cash,0
36,Female,Shirt,Clothing,25,USA,Minnesota,M,2023,4.9,No,nothing,Cash,0
55,Female,Belt,Accessories,80,USA,Maryland,M,2023,4.9,Yes,nothing,Credit Card,10
28,,Jeans,Clothing,76,USA,Hawaii,M,2023,3.3,No,nothing,Debit Card,0
0,Female,Jeans,Clothing,30,USA,Oregon,L,2023,4.4,Yes,nothing,Bank Transfer,20
0,Male,Sweater,Clothing,79,USA,New Mexico,L,2023,3.5,No,11,Cash,0
40,Female,Sneakers,Footwear,22,USA,Illinois,M,2023,4.2,No,nothing,Debit Card,
31,Female,Socks,Clothing,36,USA,Utah,S,2023,4.2,No,nothing,Credit Card,0
30,Female,Socks,Clothing,77,USA,Maine,L,2023,2.7,Yes,nothing,Debit Card,20
45,Male,Sunglasses,Accessories,33,USA,Virginia,S,2023,2.8,No,nothing,Cash,
48,,Sneakers,Footwear,64,USA,Florida,M,2023,3.8,No,nothing,Debit Card,0
45,Female,Socks,Clothing,53,USA,Ohio,M,2023,2.6,No,nothing,Cash,0
60,Female,Shoes,Footwear,36,USA,Virginia,XL,2023,3,Yes,nothing,Credit Card,50
59,Male,Blouse,Clothing,70,USA,Kansas,M,2023,3.3,No,nothing,Debit Card,0
18,Female,Shorts,Clothing,96,USA,Arkansas,L,2023,4.9,No,nothing,Debit,
70,Female,Jacket,Outerwear,27,USA,Massachusetts,M,2023,3.3,Yes,nothing,Debit Card,10
20,Female,Sweater,Clothing,64,USA,Idaho,L,2023,2.9,Yes,42,Debit Card,20
65,Male,Jacket,Outerwear,23,USA,Wisconsin,S,2023,4.4,Yes,nothing,Credit Card,10
29,Female,Scarf,Accessories,33,USA,New Mexico,L,2023,3.1,No,49,Bank Transfer,
22,Female,Jacket,Outerwear,34,USA,North Carolina,M,2023,2.5,No,nothing,Debit Card,
27,Female,Sweater,Clothing,35,USA,Iowa,S,2023,2.6,Yes,nothing,Debit Card,10
36,Female,Coat,Outerwear,62,USA,Idaho,M,2023,4.4,No,nothing,Debit Card,
59,Female,Boots,Footwear,75,USA,Ohio,M,2023,2.6,No,21,Debit Card,
62,Female,Hoodie,Clothing,29,USA,Alabama,S,2023,3.3,No,nothing,Cash,
34,Female,Hat,Accessories,28,USA,Wyoming,M,2023,3.5,No,42,Credit Card,0
59,Female,T-shirt,Clothing,20,USA,Alabama,XL,2023,4.1,Yes,nothing,Debit,10
49,Male,Coat,Outerwear,96,USA,Mississippi,M,2023,4,No,nothing,Credit,
18,F,Dress,Clothing,43,USA,Pennsylvania,S,2023,2.7,No,nothing,Cash,
55,Female,Shirt,Clothing,94,USA,Wyoming,M,2023,2.5,No,47,Credit Card,0
38,Male,Skirt,Clothing,81,USA,Maryland,XL,2023,4.3,Yes,nothing,Debit Card,50
50,Female,Jewelry,Accessories,75,USA,North Carolina,M,2023,3.3,No,nothing,Debit Card,0
61,Female,Hat,Accessories,81,USA,Pennsylvania,M,2023,2.6,No,nothing,Credit Card,0
48,Female,Shorts,Clothing,92,USA,Idaho,L,2023,3.5,No,nothing,Debit Card,
22,Female,Scarf,Accessories,96,USA,California,XL,2023,4,No,nothing,Credit Card,0
48,Male,Jewelry,Accessories,71,USA,Tennessee,S,2023,2.6,No,nothing,Bank Transfer,0
57,Female,Sunglasses,Accessories,50,USA,Missouri,L,2023,4.9,Yes,nothing,Debit Card,10
33,Female,Coat,Outerwear,72,USA,North Dakota,L,2023,2.9,Yes,47,Debit Card,10
58,Male,Jacket,Outerwear,28,USA,West Virginia,M,2023,3.7,Yes,5,Credit,10
37,Female,Sweater,Clothing,59,USA,Arizona,M,2023,4.4,No,49,Credit Card,0
18,Female,Coat,Outerwear,33,USA,Oklahoma,S,2023,4.4,No,nothing,Bank Transfer,
65,Female,Scarf,Accessories,59,USA,Pennsylvania,L,2023,3.8,Yes,22,Cash,10
62,Female,Belt,Accessories,30,USA,Idaho,XL,2023,4.5,Yes,nothing,Credit Card,10
54,Male,Hat,Accessories,85,USA,South Carolina,XL,2023,2.6,Yes,nothing,Debit Card,10
35,Female,Backpack,Accessories,97,USA,Washington,L,2023,3.3,No,nothing,Cash,0
34,Male,T-shirt,Clothing,36,USA,Arkansas,S,2023,4.1,No,48,Cash,
25,Female,Jewelry,Accessories,85,USA,Utah,M,2023,3,Yes,nothing,Debit Card,10
53,Female,Sunglasses,Accessories,62,USA,Alaska,M,2023,3,No,27,Cash,
45,Male,Jeans,Clothing,71,USA,West Virginia,S,2023,3.4,No,nothing,Bank Transfer,0
49,Female,Pants,Clothing,21,USA,Louisiana,M,2023,2.7,No,nothing,Credit,
40,Female,Backpack,Accessories,61,USA,Arizona,M,2023,3.8,No,nothing,Credit,0
38,Female,Scarf,Accessories,58,USA,Connecticut,M,2023,4.2,Yes,nothing,Cash,20
44,Female,Sweater,Clothing,80,USA,North Carolina,L,2023,4.7,No,nothing,Credit Card,0
68,M,Jewelry,Accessories,50,USA,South Dakota,L,2023,4.1,No,nothing,Debit Card,
60,Male,Sneakers,Footwear,48,USA,Delaware,S,2023,4.2,No,nothing,Debit Card,0
0,Female,Jewelry,Accessories,40,USA,Connecticut,M,2023,4.8,Yes,nothing,Cash,10
19,Female,Coat,Outerwear,34,USA,Tennessee,S,2023,3,Yes,nothing,Bank Transfer,50
57,Female,Coat,Outerwear,46,USA,New Hampshire,S,2023,2.6,No,nothing,Credit Card,
58,Female,Sunglasses,Accessories,27,USA,Vermont,M,2023,3.2,No,nothing,Bank Transfer,0
49,Female,Handbag,Accessories,98,USA,Idaho,S,2023,3.6,Yes,nothing,Credit Card,20
19,Female,Sweater,Clothing,73,USA,North Carolina,M,2023,2.6,No,nothing,Bank Transfer,
50,Female,Pants,Clothing,28,USA,Nevada,L,2023,4.4,No,2,Credit Card,0
30,Female,Gloves,Accessories,76,USA,Delaware,XL,2023,3,No,39,Cash,
52,Male,Sweater,Clothing,83,USA,Texas,M,2023,2.9,Yes,nothing,Cash,10
35,Male,Hoodie,Clothing,23,USA,Tennessee,S,2023,4.3,No,8,Debit Card,0
35,Female,Hat,Accessories,28,USA,Delaware,M,2023,3.1,Yes,nothing,Bank Transfer,10
33,Male,T-shirt,Clothing,83,USA,Massachusetts,S,2023,3,No,nothing,Debit Card,0
52,Female,Skirt,Clothing,96,USA,Minnesota,L,2023,3.6,No,12,Debit Card,
0,Male,Sneakers,Footwear,62,USA,Texas,M,2023,2.8,No,nothing,Bank Transfer,
27,Female,Shorts,Clothing,25,USA,Nebraska,M,2023,2.8,No,50,Cash,0
66,Female,Hoodie,Clothing,97,USA,Oklahoma,L,2023,4.9,No,nothing,Debit Card,
28,Male,Hoodie,Clothing,61,USA,Texas,L,2023,3,No,nothing,Cash,
22,M,Shoes,Footwear,66,USA,New York,S,2023,4.1,No,nothing,Credit Card,
69,Female,Hoodie,Clothing,67,USA,Washington,XL,2023,4.6,Yes,nothing,Cash,10
28,Female,Sunglasses,Accessories,80,USA,Maryland,M,2023,4.8,No,nothing,Cash,
55,Female,Skirt,Clothing,25,USA,New Hampshire,L,2023,2.6,No,47,Bank Transfer,0
30,Female,Hat,Accessories,58,USA,New York,S,2023,4,No,nothing,Cash,
67,Female,Backpack,Accessories,96,USA,Hawaii,M,2023,4.2,No,nothing,Credit,
25,Male,Sunglasses,Accessories,77,USA,California,L,2023,4.5,No,nothing,Credit Card,0
49,Male,Belt,Accessories,65,USA,Indiana,M,2023,4.9,Yes,nothing,Debit,50
34,Female,Jewelry,Accessories,36,USA,Louisiana,M,2023,3.1,No,nothing,Credit Card,
22,Male,Sneakers,Footwear,84,USA,Pennsylvania,M,2023,4,No,nothing,Debit Card,0
63,F,T-shirt,Clothing,58,USA,Florida,XL,2023,3.2,No,nothing,Cash,
70,Female,Handbag,Accessories,62,USA,North Carolina,S,2023,4.3,Yes,nothing,Credit Card,10
36,Female,Hat,Accessories,67,USA,Massachusetts,S,2023,2.5,No,nothing,Cash,0
42,Female,Sweater,Clothing,20,USA,Iowa,M,2023,4.9,Yes,nothing,Cash,10
0,Male,Sandals,Footwear,90,USA,North Dakota,M,2023,2.7,No,nothing,Bank Transfer,0
23,Female,Scarf,Accessories,58,USA,Iowa,L,2023,3.4,No,nothing,Debit Card,0
50,Male,Shirt,Clothing,53,USA,Delaware,XL,2023,4.8,No,nothing,Debit Card,
56,Male,Gloves,Accessories,30,USA,New York,L,2023,4.7,No,nothing,Debit Card,0
37,Male,Hoodie,Clothing,65,USA,New Hampshire,XL,2023,4.7,Yes,46,Debit Card,20
67,Female,Jewelry,Accessories,41,USA,Kentucky,M,2023,3.9,No,nothing,Cash,
67,Female,Shirt,Clothing,73,USA,Illinois,M,2023,3.7,No,nothing,Bank Transfer,0
50,Male,Hoodie,Clothing,98,USA,North Carolina,S,2023,4.3,No,nothing,Cash,0
0,Female,Shoes,Footwear,36,USA,Connecticut,XL,2023,4.1,No,nothing,Cash,
62,M,T-shirt,Clothing,81,USA,Wisconsin,M,2023,4.6,No,2,Debit Card,
65,Female,Skirt,Clothing,90,USA,Massachusetts,L,2023,3.6,Yes,32,Bank Transfer,20
23,Male,Handbag,Accessories,83,USA,Illinois,S,2023,4.8,No,nothing,Cash,
46,Female,Shirt,Clothing,91,USA,New Mexico,XL,2023,2.8,No,16,Bank Transfer,
18,Female,Pants,Clothing,36,USA,Iowa,M,2023,4.7,No,32,Debit Card,0
58,M,Coat,Outerwear,53,USA,Alabama,L,2023,3.9,No,nothing,Debit Card,
31,Male,Jeans,Clothing,39,USA,Maryland,M,2023,2.6,No,nothing,Credit Card,0
39,Male,Gloves,Accessories,33,USA,Ohio,S,2023,4.7,Yes,nothing,Cash,10
69,Female,T-shirt,Clothing,76,USA,Ohio,L,2023,3.5,No,nothing,Debit Card,0
68,Female,Boots,Footwear,23,USA,Nevada,L,2023,4.4,Yes,43,Debit,10
41,Female,Jeans,Clothing,54,USA,South Carolina,S,2023,4.4,No,nothing,Bank Transfer,0
31,Male,Sneakers,Footwear,89,USA,Nevada,L,2023,3,No,nothing,Cash,0
48,Female,Sneakers,Footwear,38,USA,Wisconsin,M,2023,4.2,No,7,Bank Transfer,
59,Male,Hat,Accessories,36,USA,Tennessee,XL,2023,4.3,No,nothing,Debit Card,0
34,Male,Pants,Clothing,66,USA,Florida,M,2023,2.6,Yes,10,Debit,10
21,Female,Jewelry,Accessories,42,USA,Georgia,L,2023,3.3,Yes,40,Debit Card,10
29,,Jewelry,Accessories,36,USA,Kentucky,S,2023,2.7,Yes,nothing,Debit Card,10
41,Female,Blouse,Clothing,86,USA,Ohio,M,2023,4.2,Yes,nothing,Credit Card,10
62,Female,Handbag,Accessories,49,USA,Connecticut,M,2023,4,No,8,Credit,0
27,,Shirt,Clothing,41,USA,Idaho,M,2023,4,Yes,nothing,Bank Transfer,10
49,,Dress,Clothing,82,USA,Georgia,L,2023,2.9,No,nothing,Credit Card,
67,Female,T-shirt,Clothing,53,USA,Tennessee,S,2023,2.6,No,nothing,Credit,
20,Male,Shoes,Footwear,21,USA,Hawaii,M,2023,4.8,Yes,nothing,Debit Card,10
0,Female,Belt,Accessories,66,USA,Maryland,M,2023,4.4,No,nothing,Cash,
69,Female,Belt,Accessories,89,USA,Nevada,L,2023,4,Yes,41,Bank Transfer,10
66,Male,Handbag,Accessories,55,USA,New Hampshire,L,2023,3.6,No,46,Debit Card,0
37,Male,Scarf,Accessories,42,USA,North Dakota,S,2023,3.2,Yes,nothing,Debit Card,10
63,Female,Shorts,Clothing,52,USA,Oklahoma,S,2023,3.1,Yes,nothing,Cash,10
47,Male,Sandals,Footwear,92,USA,North Carolina,M,2023,4.2,No,nothing,Cash,0
26,F,Pants,Clothing,56,USA,Tennessee,L,2023,3,No,nothing,Debit Card,0
68,Male,Dress,Clothing,96,USA,Montana,M,2023,4.2,No,47,Credit,0
51,Female,T-shirt,Clothing,64,USA,Wisconsin,M,2023,2.9,No,nothing,Debit Card,0
0,Male,Dress,Clothing,48,USA,Connecticut,S,2023,3.7,Yes,22,Debit Card,20
60,Female,Socks,Clothing,83,USA,New Jersey,XL,2023,3.6,No,nothing,Credit,0
68,Female,Scarf,Accessories,91,USA,Mississippi,L,2023,3.6,No,nothing,Debit Card,
25,F,Backpack,Accessories,94,USA,Wyoming,S,2023,4.5,No,nothing,Cash,0
57,Female,Skirt,Clothing,62,USA,Illinois,S,2023,3.2,No,nothing,Cash,
0,Male,Socks,Clothing,55,USA,Louisiana,M,2023,3.9,No,nothing,Debit Card,0
59,Female,Coat,Outerwear,68,USA,Oregon,L,2023,4.6,No,42,Bank Transfer,
44,Male,Jewelry,Accessories,76,USA,South Dakota,M,2023,2.5,No,42,Cash,0
42,Female,Backpack,Accessories,31,USA,Michigan,M,2023,4.3,Yes,nothing,Bank Transfer,10
35,Female,Belt,Accessories,81,USA,New Jersey,M,2023,4.1,No,nothing,Credit,
36,Female,Dress,Clothing,83,USA,Oregon,M,2023,4.6,No,nothing,Credit,0
54,Female,Skirt,Clothing,21,USA,Iowa,M,2023,4.8,No,nothing,Debit Card,0
37,Female,Dress,Clothing,22,USA,South Carolina,M,2023,4.9,Yes,23,Debit Card,10
20,Female,T-shirt,Clothing,33,USA,Indiana,M,2023,2.8,Yes,nothing,Bank Transfer,10
23,Female,Skirt,Clothing,23,USA,Oregon,S,2023,4.9,No,34,Cash,
61,F,Shorts,Clothing,96,USA,New York,L,2023,3.5,No,nothing,Bank Transfer,
37,Female,Jewelry,Accessories,21,USA,New Mexico,M,2023,3.8,No,nothing,Credit,
23,Female,Pants,Clothing,39,USA,Louisiana,M,2023,4.5,No,nothing,Credit Card,
63,Male,Belt,Accessories,73,USA,South Carolina,S,2023,3.4,No,19,Credit Card,
47,Male,Jeans,Clothing,64,USA,Maine,M,2023,3.9,No,29,Credit Card,
63,Male,Jeans,Clothing,68,USA,Indiana,M,2023,4.1,Yes,27,Credit Card,10
56,Female,Hat,Accessories,89,USA,Iowa,L,2023,3,No,nothing,Credit Card,
68,Female,Blouse,Clothing,29,USA,Mississippi,M,2023,3.3,No,nothing,Credit Card,0
64,Female,Shirt,Clothing,97,USA,Arkansas,XL,2023,4.9,Yes,28,Debit Card,10
62,Female,Shirt,Clothing,45,USA,South Carolina,M,2023,4.3,No,31,Credit Card,
0,Female,T-shirt,Clothing,70,USA,Indiana,L,2023,4.1,No,50,Debit Card,
49,Female,Coat,Outerwear,56,USA,Florida,M,2023,4,Yes,nothing,Debit Card,10
40,Female,Jacket,Outerwear,55,USA,Alaska,L,2023,5,No,nothing,Credit Card,0
50,Female,Hoodie,Clothing,46,USA,New York,S,2023,3.1,No,nothing,Credit Card,0
25,Female,Scarf,Accessories,95,USA,Texas,M,2023,4,Yes,nothing,Debit Card,10
30,Female,Belt,Accessories,88,USA,North Dakota,M,2023,3.2,Yes,nothing,Bank Transfer,10
54,Male,Sneakers,Footwear,92,USA,Vermont,L,2023,3.9,No,nothing,Cash,0
40,Male,Socks,Clothing,49,USA,New Jersey,M,2023,3.9,Yes,nothing,Cash,50
0,Female,Sandals,Footwear,89,USA,Maryland,M,2023,4.5,Yes,nothing,Debit Card,10
27,Female,Coat,Outerwear,22,USA,Connecticut,XL,2023,4.4,Yes,nothing,Credit,10
27,Male,Shoes,Footwear,61,USA,Illinois,XL,2023,3.1,No,nothing,Debit Card,0
48,Female,Scarf,Accessories,29,USA,Maryland,S,2023,2.9,No,14,Debit Card,
40,Female,Sneakers,Footwear,82,USA,Minnesota,M,2023,3.7,No,nothing,Bank Transfer,
67,Female,Belt,Accessories,94,USA,Florida,M,2023,3.2,No,nothing,Credit Card,
52,Female,Handbag,Accessories,99,USA,California,M,2023,3.5,No,38,Bank Transfer,
22,Female,Handbag,Accessories,59,USA,Mississippi,S,2023,3,Yes,nothing,Debit Card,10
62,Female,Boots,Footwear,90,USA,Washington,M,2023,4.1,Yes,nothing,Credit Card,10
20,F,Boots,Footwear,100,USA,Wisconsin,S,2023,2.9,Yes,nothing,Debit Card,20
0,Male,Pants,Clothing,62,USA,Pennsylvania,M,2023,3.8,No,nothing,Bank Transfer,
34,Female,Sunglasses,Accessories,78,USA,Missouri,M,2023,4.1,No,nothing,Cash,0
23,Female,Hoodie,Clothing,94,USA,Oklahoma,M,2023,4.6,No,nothing,Debit Card,
32,Male,Shoes,Footwear,74,USA,Pennsylvania,M,2023,2.5,Yes,nothing,Credit Card,20
68,Male,Handbag,Accessories,52,USA,Kentucky,XL,2023,3.7,Yes,nothing,Debit Card,10
30,Female,Jacket,Outerwear,81,USA,Vermont,M,2023,3.8,Yes,nothing,Cash,10
0,Male,Blouse,Clothing,20,USA,Oregon,L,2023,2.6,Yes,15,Credit Card,10
62,Female,Pants,Clothing,32,USA,Utah,XL,2023,3.7,Yes,3,Debit Card,20
50,Female,Boots,Footwear,63,USA,Nebraska,XL,2023,2.6,No,nothing,Cash,0
55,Male,Boots,Footwear,79,USA,Pennsylvania,M,2023,3.1,No,nothing,Cash,0
19,Male,Sweater,Clothing,23,USA,Vermont,M,2023,2.5,No,nothing,Credit Card,0
67,F,Gloves,Accessories,64,USA,Kentucky,M,2023,4.9,No,36,Bank Transfer,0
18,Female,Socks,Clothing,69,USA,Iowa,M,2023,4.5,Yes,nothing,Cash,50
0,Female,Jeans,Clothing,69,USA,Indiana,L,2023,3.4,No,nothing,Bank Transfer,
0,Male,Pants,Clothing,24,USA,Kansas,L,2023,3.9,No,nothing,Bank Transfer,0
62,Female,Shorts,Clothing,50,USA,Illinois,M,2023,3.7,No,nothing,Debit Card,0
28,Female,Gloves,Accessories,97,USA,North Carolina,S,2023,2.6,No,nothing,Debit Card,0
53,Female,Sandals,Footwear,91,USA,Ohio,S,2023,3.4,No,nothing,Debit Card,0
27,Female,Blouse,Clothing,37,USA,Illinois,L,2023,4.9,Yes,nothing,Bank Transfer,10
55,Female,Jacket,Outerwear,55,USA,Indiana,S,2023,3.9,No,nothing,Cash,0
34,Male,Jewelry,Accessories,52,USA,Kansas,XL,2023,3.6,No,39,Bank Transfer,
25,Male,Hat,Accessories,80,USA,Illinois,L,2023,4.6,No,49,Debit Card,0
66,Female,Socks,Clothing,79,USA,Pennsylvania,M,2023,4,No,nothing,Credit Card,
57,Female,Handbag,Accessories,23,USA,New York,M,2023,3.6,No,31,Debit Card,0
46,Male,Pants,Clothing,73,USA,Utah,L,2023,3.5,No,nothing,Debit Card,0
38,Female,Gloves,Accessories,99,USA,New Jersey,M,2023,4.1,Yes,nothing,Bank Transfer,10
23,,Sweater,Clothing,22,USA,Idaho,M,2023,3,No,nothing,Debit,
42,Male,Hat,Accessories,68,USA,New Mexico,M,2023,4.4,No,35,Debit Card,0
25,Male,Dress,Clothing,92,USA,Michigan,S,2023,4.4,No,nothing,Credit Card,0
55,Male,Pants,Clothing,77,USA,Wyoming,M,2023,3.7,Yes,nothing,Debit Card,20
62,Female,Coat,Outerwear,37,USA,New Jersey,XL,2023,4.8,No,32,Debit Card,0
41,Female,Scarf,Accessories,79,USA,New Jersey,L,2023,2.9,No,nothing,Debit Card,
0,Female,Hoodie,Clothing,51,USA,Hawaii,XL,2023,3.1,No,34,Credit Card,0
56,F,Socks,Clothing,27,USA,Nevada,M,2023,4,No,nothing,Bank Transfer,
0,Female,Blouse,Clothing,23,USA,New Hampshire,S,2023,3,Yes,nothing,Debit Card,20
70,Female,Socks,Clothing,76,USA,Indiana,S,2023,3.9,No,nothing,Cash,
42,Female,Dress,Clothing,31,USA,New York,M,2023,3.4,No,30,Bank Transfer,
27,Female,Hoodie,Clothing,60,USA,Louisiana,M,2023,2.7,No,27,Cash,0
65,Female,T-shirt,Clothing,99,USA,Virginia,M,2023,3.5,Yes,nothing,Debit Card,20
62,Female,Hat,Accessories,37,USA,Wisconsin,XL,2023,3,Yes,8,Credit Card,20
62,,Boots,Footwear,50,USA,Oregon,M,2023,4.5,Yes,nothing,Debit Card,10
52,Male,Jeans,Clothing,26,USA,New Hampshire,XL,2023,4.1,No,24,Cash,
56,Male,Shorts,Clothing,86,USA,Indiana,XL,2023,5,No,nothing,Credit Card,
28,Male,Sandals,Footwear,41,USA,Massachusetts,L,2023,4,No,8,Cash,
39,Female,Sandals,Footwear,23,USA,Montana,XL,2023,4.9,No,nothing,Credit,
54,Female,Sneakers,Footwear,56,USA,California,XL,2023,3.3,Yes,2,Credit Card,10
0,Female,Hat,Accessories,68,USA,Indiana,M,2023,4.1,Yes,nothing,Cash,10
0,Female,Coat,Outerwear,48,USA,West Virginia,S,2023,3.6,No,nothing,Cash,
68,Female,Dress,Clothing,67,USA,Minnesota,L,2023,3,Yes,nothing,Cash,20
47,Male,Boots,Footwear,87,USA,Ohio,XL,2023,4.1,No,nothing,Debit Card,
68,,Skirt,Clothing,64,USA,Minnesota,M,2023,3.9,No,nothing,Credit Card,
63,Female,Shirt,Clothing,93,USA,Virginia,XL,2023,4.1,No,nothing,Debit Card,0
20,Male,Shirt,Clothing,29,USA,Connecticut,L,2023,2.8,No,2,Credit Card,
29,Female,Boots,Footwear,62,USA,Tennessee,L,2023,4.8,No,nothing,Debit Card,
41,Male,Hoodie,Clothing,70,USA,Delaware,L,2023,4.6,No,nothing,Credit Card,0
52,,Sweater,Clothing,92,USA,Vermont,S,2023,2.5,No,nothing,Debit Card,0
32,Female,Shirt,Clothing,79,USA,Louisiana,M,2023,2.7,No,27,Bank Transfer,0
20,Female,Blouse,Clothing,31,USA,North Dakota,M,2023,4,No,nothing,Debit Card,0
47,Male,T-shirt,Clothing,83,USA,Oregon,S,2023,2.7,Yes,nothing,Cash,20
23,,Jacket,Outerwear,88,USA,Idaho,XL,2023,2.9,No,25,Debit Card,0
43,Female,Jewelry,Accessories,53,USA,Vermont,M,2023,3,No,47,Credit,
67,Female,Hoodie,Clothing,98,USA,West Virginia,M,2023,3.3,No,20,Cash,0
70,F,Jewelry,Accessories,57,USA,Kentucky,S,2023,4.3,Yes,nothing,Cash,50
35,Male,Sandals,Footwear,80,USA,Wisconsin,M,2023,4.4,Yes,nothing,Bank Transfer,10
41,Male,Jeans,Clothing,29,USA,Mississippi,L,2023,4.1,No,nothing,Credit Card,0
54,Male,Hat,Accessories,73,USA,Missouri,M,2023,3.1,No,37,Cash,
55,Female,Sweater,Clothing,32,USA,Arkansas,S,2023,4.5,No,nothing,Credit,
51,Female,Boots,Footwear,68,USA,Wyoming,L,2023,4.8,Yes,37,Bank Transfer,10
19,Female,Blouse,Clothing,97,USA,Rhode Island,L,2023,5,No,nothing,Debit Card,
28,Female,Shorts,Clothing,98,USA,Utah,M,2023,2.8,No,nothing,Debit Card,
63,Male,Hoodie,Clothing,56,USA,Maryland,L,2023,3.7,No,nothing,Debit Card,
30,Male,Pants,Clothing,78,USA,Georgia,L,2023,4.4,No,nothing,Debit Card,
29,Female,Belt,Accessories,81,USA,New Jersey,M,2023,4.5,No,nothing,Debit Card,0
24,Male,Shirt,Clothing,68,USA,New Hampshire,L,2023,3,No,nothing,Debit Card,0
69,Female,Shirt,Clothing,94,USA,Oregon,M,2023,3.9,No,nothing,Debit Card,
65,Male,Dress,Clothing,93,USA,Arkansas,M,2023,3.9,Yes,nothing,Credit,10
64,Male,Gloves,Accessories,99,USA,North Carolina,M,2023,3.5,No,nothing,Bank Transfer,0
40,Male,Gloves,Accessories,49,USA,West Virginia,L,2023,4.9,Yes,44,Debit Card,10
24,Female,Jeans,Clothing,28,USA,Utah,XL,2023,3.4,No,nothing,Cash,
66,Female,Belt,Accessories,93,USA,South Dakota,XL,2023,4.1,Yes,nothing,Cash,10
35,Female,Jacket,Outerwear,24,USA,New Hampshire,M,2023,2.9,No,10,Cash,
67,Male,Skirt,Clothing,35,USA,Maryland,M,2023,3.4,No,nothing,Credit,
69,Female,Sandals,Footwear,68,USA,South Dakota,S,2023,3.2,No,23,Debit Card,0
26,Female,Belt,Accessories,61,USA,Kentucky,M,2023,3.9,No,nothing,Bank Transfer,
23,Female,Sweater,Clothing,74,USA,Florida,XL,2023,4.1,Yes,nothing,Debit Card,50
27,Male,Shirt,Clothing,64,USA,Texas,M,2023,4.5,No,nothing,Cash,0
30,,Sneakers,Footwear,60,USA,New Mexico,M,2023,2.8,Yes,50,Cash,10
48,Female,Jeans,Clothing,29,USA,South Dakota,S,2023,2.8,No,nothing,Cash,0
44,,Sandals,Footwear,85,USA,New Jersey,M,2023,4.6,Yes,nothing,Debit Card,10
29,Male,Pants,Clothing,81,USA,Indiana,S,2023,3,No,14,Bank Transfer,
29,Female,Belt,Accessories,23,USA,Louisiana,L,2023,3.6,No,42,Debit Card,0
67,Male,T-shirt,Clothing,100,USA,West Virginia,M,2023,4.5,No,nothing,Credit Card,
42,Female,Shirt,Clothing,54,USA,Maine,M,2023,5,No,nothing,Debit Card,0
23,F,Sneakers,Footwear,25,USA,Idaho,M,2023,2.9,Yes,37,Credit Card,10
34,Female,Blouse,Clothing,32,USA,New York,L,2023,3.1,No,nothing,Credit Card,
64,Female,Backpack,Accessories,63,USA,Montana,S,2023,4,No,18,Cash,
31,Female,Pants,Clothing,56,USA,Mississippi,XL,2023,4.5,No,2,Credit,0
54,Female,Sweater,Clothing,33,USA,Alaska,L,2023,4.5,No,nothing,Debit,
0,Female,Coat,Outerwear,32,USA,Missouri,L,2023,3.1,Yes,nothing,Cash,10
59,Female,Dress,Clothing,38,USA,Rhode Island,L,2023,4.4,No,14,Credit Card,0
32,Female,Blouse,Clothing,21,USA,Hawaii,L,2023,4.7,No,nothing,Cash,
43,Male,Hoodie,Clothing,59,USA,South Carolina,L,2023,3.1,No,nothing,Credit Card,
32,Male,Shoes,Footwear,87,USA,Tennessee,M,2023,4.2,No,nothing,Debit Card,
0,Female,T-shirt,Clothing,79,USA,Missouri,M,2023,3,No,nothing,Bank Transfer,
70,Female,Shoes,Footwear,28,USA,Missouri,M,2023,2.6,No,23,Credit Card,
42,Male,Boots,Footwear,67,USA,Missouri,S,2023,3.4,No,nothing,Debit Card,
56,Female,Shorts,Clothing,75,USA,Mississippi,L,2023,4.2,Yes,29,Debit Card,10
28,Male,Belt,Accessories,32,USA,Arkansas,S,2023,4.6,No,14,Debit Card,0
28,Female,Pants,Clothing,43,USA,Kentucky,M,2023,2.8,Yes,nothing,Cash,50
52,Female,Shorts,Clothing,93,USA,Connecticut,M,2023,2.7,Yes,nothing,Credit Card,10
65,Female,Sunglasses,Accessories,24,USA,Oklahoma,M,2023,4,Yes,48,Bank Transfer,10
