Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Review Rating,Promo Code Used,Previous Purchases,Payment Method,Discount Value (%)
40,F,Hat,Accessories,69,Mississippi,XL,4.7,Yes,0,Debit Card,10.0
69,M,Jewelry,Accessories,29,Arkansas,M,4.7,No,0,Cash,0.0
29,M,Shirt,Clothing,91,Illinois,M,3.4,No,0,Debit Card,0.0
54,F,Belt,Accessories,70,Nevada,L,3.5,Yes,0,Bank Transfer,10.0
65,M,Sweater,Clothing,58,Rhode Island,M,4.0,No,0,Credit,0.0
54,F,Hat,Accessories,98,West Virginia,L,3.3,Yes,42,Bank Transfer,10.0
43,F,Hat,Accessories,44,Kentucky,M,2.8,No,0,Cash,0.0
44,F,Jacket,Outerwear,45,Washington,M,3.3,No,0,Credit,0.0
69,U,T-shirt,Clothing,99,Alaska,L,2.9,No,0,Debit Card,0.0
46,F,Dress,Clothing,68,Mississippi,S,2.8,No,0,Debit Card,0.0
32,F,Sweater,Clothing,43,Missouri,L,4.4,Yes,0,Credit Card,10.0
26,F,Sunglasses,Accessories,99,New Jersey,M,3.6,Yes,0,Credit,10.0
61,F,Belt,Accessories,56,Louisiana,L,2.7,Yes,36,Credit,10.0
49,F,Hoodie,Clothing,25,South Carolina,S,3.4,No,0,Credit Card,0.0
53,F,Pants,Clothing,74,Vermont,M,2.8,No,0,Bank Transfer,0.0
24,M,Hoodie,Clothing,56,Arkansas,M,3.4,Yes,0,Bank Transfer,10.0
37,F,Sneakers,Footwear,47,Utah,M,2.6,No,0,Cash,0.0
43,F,Dress,Clothing,67,Washington,L,4.1,No,0,Debit Card,0.0
31,F,Dress,Clothing,22,Rhode Island,L,2.9,No,0,Credit Card,0.0
49,M,Jeans,Clothing,34,Illinois,S,2.7,No,0,Debit Card,0.0
69,F,Sweater,Clothing,64,Missouri,M,3.7,No,0,Bank Transfer,0.0
65,F,Shorts,Clothing,42,North Carolina,M,4.3,No,11,Cash,0.0
41,M,Shirt,Clothing,82,Massachusetts,L,2.6,No,0,Debit Card,0.0
37,U,Belt,Accessories,81,Arkansas,XL,4.3,No,0,Cash,0.0
70,F,Coat,Outerwear,24,South Dakota,L,4.1,No,0,Cash,0.0
63,F,Sneakers,Footwear,60,Georgia,M,4.2,Yes,0,Credit Card,10.0
55,F,Shirt,Clothing,24,Arkansas,M,4.2,No,0,Cash,0.0
52,F,Socks,Clothing,78,Kansas,XL,3.1,Yes,0,Cash,10.0
22,F,Jeans,Clothing,88,Arizona,L,4.9,Yes,0,Cash,20.0
54,F,Jeans,Clothing,63,Massachusetts,XL,4.4,No,11,Cash,0.0
28,F,Sneakers,Footwear,78,New Mexico,L,4.4,No,0,Debit Card,0.0
67,F,Dress,Clothing,37,Arkansas,XL,3.4,No,0,Cash,0.0
59,M,Boots,Footwear,94,Nebraska,M,4.5,Yes,26,Debit Card,10.0
26,F,T-shirt,Clothing,78,Hawaii,L,4.5,No,0,Credit Card,0.0
24,F,Coat,Outerwear,36,Nebraska,M,4.1,No,0,Bank Transfer,0.0
62,F,Skirt,Clothing,24,Indiana,L,3.2,No,0,Debit Card,0.0
70,M,Sneakers,Footwear,84,Colorado,M,2.7,No,0,Debit Card,0.0
58,U,Hoodie,Clothing,51,Ohio,L,2.6,No,2,Bank Transfer,0.0
31,F,Shoes,Footwear,84,Maine,M,2.7,Yes,28,Cash,10.0
32,M,Shorts,Clothing,24,Iowa,M,2.7,No,0,Debit Card,0.0
36,F,Blouse,Clothing,97,Wisconsin,S,4.8,No,0,Debit Card,0.0
25,F,T-shirt,Clothing,89,New York,L,4.8,No,24,Credit Card,0.0
48,F,Belt,Accessories,44,Colorado,S,2.6,No,0,Credit,0.0
39,F,Handbag,Accessories,35,Illinois,L,4.5,No,38,Cash,0.0
26,M,Dress,Clothing,91,Arizona,M,3.2,No,0,Cash,0.0
32,F,Hat,Accessories,63,Oklahoma,L,3.8,No,13,Debit Card,0.0
54,F,Belt,Accessories,97,Indiana,S,4.8,No,39,Cash,0.0
38,F,Boots,Footwear,38,Minnesota,M,4.1,No,0,Debit Card,0.0
46,F,Coat,Outerwear,24,Pennsylvania,XL,2.8,Yes,0,Cash,10.0
49,F,Hat,Accessories,90,Alabama,L,4.9,No,0,Debit Card,0.0
33,F,Jeans,Clothing,36,Montana,M,3.4,Yes,0,Debit Card,10.0
54,F,Backpack,Accessories,37,New Mexico,XL,4.1,No,30,Debit Card,0.0
47,M,Dress,Clothing,51,Alaska,M,2.9,No,0,Bank Transfer,0.0
36,F,Hat,Accessories,71,Idaho,S,3.1,No,0,Cash,0.0
68,F,Sunglasses,Accessories,50,Utah,S,3.6,No,0,Debit Card,0.0
60,F,Hat,Accessories,74,Louisiana,S,3.5,No,0,Credit Card,0.0
55,M,Dress,Clothing,75,Mississippi,L,3.4,No,0,Debit Card,0.0
29,U,Shirt,Clothing,99,Mississippi,XL,2.9,No,0,Debit Card,0.0
38,F,Scarf,Accessories,23,Indiana,XL,4.7,No,0,Cash,0.0
70,M,Sneakers,Footwear,53,Washington,XL,4.4,Yes,0,Credit Card,10.0
36,M,Skirt,Clothing,99,Nevada,M,2.6,No,0,Cash,0.0
18,F,Jewelry,Accessories,48,Louisiana,XL,4.4,No,0,Debit Card,0.0
62,F,Boots,Footwear,72,Pennsylvania,L,3.7,No,0,Debit Card,0.0
29,F,Sunglasses,Accessories,64,Michigan,L,4.4,Yes,0,Debit Card,50.0
21,M,Boots,Footwear,63,South Carolina,L,2.5,Yes,0,Credit Card,10.0
42,U,Sandals,Footwear,51,Arizona,M,2.6,No,12,Debit Card,0.0
43,F,Boots,Footwear,55,Delaware,L,5.0,Yes,0,Credit Card,20.0
58,F,Dress,Clothing,55,Kentucky,M,4.9,Yes,0,Cash,10.0
27,M,Hoodie,Clothing,26,Georgia,S,3.7,Yes,0,Cash,50.0
57,F,Shorts,Clothing,67,North Carolina,L,3.1,Yes,48,Bank Transfer,10.0
40,F,Coat,Outerwear,31,California,S,3.2,Yes,37,Credit,10.0
45,F,Jeans,Clothing,66,California,S,4.4,Yes,4,Cash,10.0
47,F,Sunglasses,Accessories,67,Indiana,M,4.3,No,0,Credit Card,0.0
61,F,Sneakers,Footwear,61,Colorado,L,3.0,Yes,0,Credit Card,50.0
60,F,Jacket,Outerwear,75,Colorado,M,3.5,No,0,Bank Transfer,0.0
69,M,Skirt,Clothing,90,North Carolina,M,3.6,No,23,Bank Transfer,0.0
58,F,Sweater,Clothing,40,Washington,M,3.8,No,2,Bank Transfer,0.0
34,F,T-shirt,Clothing,90,Florida,M,3.6,No,0,Credit Card,0.0
20,F,Belt,Accessories,20,Washington,M,4.6,No,0,Cash,0.0
56,F,Gloves,Accessories,40,Colorado,M,2.5,No,0,Credit Card,0.0
64,F,Hat,Accessories,33,New Hampshire,S,3.5,No,0,Debit Card,0.0
56,F,Boots,Footwear,98,Maryland,S,4.0,No,0,Cash,0.0
27,M,Belt,Accessories,42,Maryland,M,3.5,No,0,Credit Card,0.0
35,F,Coat,Outerwear,62,Texas,S,3.2,No,0,Cash,0.0
24,F,Hat,Accessories,45,New Mexico,L,3.5,No,40,Debit Card,0.0
32,F,Handbag,Accessories,80,West Virginia,M,5.0,No,0,Bank Transfer,0.0
54,F,Scarf,Accessories,96,Connecticut,S,4.5,No,36,Bank Transfer,0.0
62,M,Handbag,Accessories,47,West Virginia,M,2.8,No,48,Credit,0.0
50,F,Pants,Clothing,84,Ohio,M,4.9,No,47,Credit,0.0
70,M,Shoes,Footwear,31,Texas,M,3.1,No,0,Bank Transfer,0.0
48,M,Sunglasses,Accessories,63,Washington,S,4.8,No,0,Cash,0.0
20,F,Shorts,Clothing,97,Wisconsin,XL,2.7,No,0,Bank Transfer,0.0
46,F,Jacket,Outerwear,99,Louisiana,M,4.6,Yes,50,Debit Card,10.0
51,M,Sandals,Footwear,90,Iowa,M,4.4,No,0,Cash,0.0
53,F,Shoes,Footwear,68,New York,L,3.2,No,20,Debit Card,0.0
44,M,Jewelry,Accessories,80,Idaho,M,3.0,No,0,Debit Card,0.0
29,M,Sandals,Footwear,91,Delaware,L,4.9,No,32,Bank Transfer,0.0
64,F,Pants,Clothing,30,Kentucky,M,3.6,Yes,0,Cash,50.0
51,M,Shoes,Footwear,90,Connecticut,M,3.8,Yes,48,Bank Transfer,10.0
50,M,Socks,Clothing,28,New Mexico,L,2.9,No,0,Debit Card,0.0
43,M,Socks,Clothing,46,Georgia,M,3.9,No,0,Bank Transfer,0.0
61,F,Dress,Clothing,60,Washington,M,3.6,No,0,Debit Card,0.0
55,M,Shoes,Footwear,59,North Dakota,M,3.5,No,0,Bank Transfer,0.0
56,F,Hat,Accessories,68,Ohio,M,4.0,Yes,3,Cash,10.0
33,M,Backpack,Accessories,79,Tennessee,M,4.8,No,0,Cash,0.0
43,F,Backpack,Accessories,94,New York,M,3.9,No,5,Debit Card,0.0
21,M,Pants,Clothing,83,Michigan,S,4.5,Yes,0,Debit Card,50.0
58,F,Gloves,Accessories,62,Georgia,XL,4.8,No,0,Credit Card,0.0
41,F,Scarf,Accessories,85,New Mexico,M,2.6,No,0,Cash,0.0
39,F,Hoodie,Clothing,30,Louisiana,M,3.1,No,0,Debit Card,0.0
54,F,Jeans,Clothing,24,South Dakota,XL,4.7,Yes,37,Credit Card,10.0
43,F,Backpack,Accessories,25,Montana,L,2.9,No,0,Debit Card,0.0
28,M,Sandals,Footwear,37,New Mexico,L,3.8,Yes,27,Credit Card,10.0
59,F,Belt,Accessories,69,South Carolina,XL,3.8,Yes,0,Debit Card,10.0
28,F,Shoes,Footwear,97,Ohio,M,3.0,No,0,Debit Card,0.0
68,F,Gloves,Accessories,24,North Carolina,M,4.1,No,0,Cash,0.0
20,F,Belt,Accessories,30,Idaho,XL,3.4,No,15,Bank Transfer,0.0
21,F,Jacket,Outerwear,53,Oklahoma,L,2.5,No,0,Credit Card,0.0
50,F,Dress,Clothing,70,Georgia,XL,4.9,No,0,Cash,0.0
32,F,Shirt,Clothing,76,Kentucky,S,2.8,No,33,Debit Card,0.0
24,F,Scarf,Accessories,95,Delaware,M,4.5,No,0,Debit Card,0.0
55,M,Coat,Outerwear,51,Massachusetts,S,4.9,No,0,Debit Card,0.0
61,F,Sunglasses,Accessories,71,Maine,S,3.5,No,29,Bank Transfer,0.0
28,U,T-shirt,Clothing,66,Pennsylvania,M,3.5,Yes,18,Debit Card,10.0
60,F,Shirt,Clothing,84,Nebraska,M,4.9,No,0,Credit Card,0.0
49,M,Handbag,Accessories,95,Virginia,L,3.0,No,0,Cash,0.0
33,F,Jewelry,Accessories,90,Ohio,L,2.8,No,0,Cash,0.0
45,F,Hoodie,Clothing,36,Nebraska,S,3.7,No,0,Cash,0.0
58,M,Coat,Outerwear,89,Kentucky,L,3.3,Yes,0,Debit Card,20.0
22,M,Sandals,Footwear,50,Tennessee,M,3.4,No,0,Cash,0.0
55,U,Boots,Footwear,36,Maine,M,4.0,No,0,Credit Card,0.0
19,F,Pants,Clothing,52,Montana,S,4.6,No,41,Bank Transfer,0.0
68,M,Socks,Clothing,29,Maryland,M,4.2,No,0,Bank Transfer,0.0
68,F,Handbag,Accessories,47,Hawaii,M,3.7,No,0,Bank Transfer,0.0
41,M,Pants,Clothing,74,Nebraska,XL,3.0,No,0,Bank Transfer,0.0
29,F,Belt,Accessories,46,Michigan,M,4.8,No,39,Debit Card,0.0
68,M,Jeans,Clothing,22,North Carolina,S,4.0,No,0,Cash,0.0
36,F,Shirt,Clothing,25,Minnesota,M,4.9,No,0,Cash,0.0
55,F,Belt,Accessories,80,Maryland,M,4.9,Yes,0,Credit Card,10.0
28,U,Jeans,Clothing,76,Hawaii,M,3.3,No,0,Debit Card,0.0
40,F,Sneakers,Footwear,22,Illinois,M,4.2,No,0,Debit Card,0.0
31,F,Socks,Clothing,36,Utah,S,4.2,No,0,Credit Card,0.0
30,F,Socks,Clothing,77,Maine,L,2.7,Yes,0,Debit Card,20.0
45,M,Sunglasses,Accessories,33,Virginia,S,2.8,No,0,Cash,0.0
48,U,Sneakers,Footwear,64,Florida,M,3.8,No,0,Debit Card,0.0
45,F,Socks,Clothing,53,Ohio,M,2.6,No,0,Cash,0.0
60,F,Shoes,Footwear,36,Virginia,XL,3.0,Yes,0,Credit Card,50.0
59,M,Blouse,Clothing,70,Kansas,M,3.3,No,0,Debit Card,0.0
18,F,Shorts,Clothing,96,Arkansas,L,4.9,No,0,Debit Card,0.0
70,F,Jacket,Outerwear,27,Massachusetts,M,3.3,Yes,0,Debit Card,10.0
20,F,Sweater,Clothing,64,Idaho,L,2.9,Yes,42,Debit Card,20.0
65,M,Jacket,Outerwear,23,Wisconsin,S,4.4,Yes,0,Credit Card,10.0
29,F,Scarf,Accessories,33,New Mexico,L,3.1,No,49,Bank Transfer,0.0
22,F,Jacket,Outerwear,34,North Carolina,M,2.5,No,0,Debit Card,0.0
27,F,Sweater,Clothing,35,Iowa,S,2.6,Yes,0,Debit Card,10.0
36,F,Coat,Outerwear,62,Idaho,M,4.4,No,0,Debit Card,0.0
59,F,Boots,Footwear,75,Ohio,M,2.6,No,21,Debit Card,0.0
62,F,Hoodie,Clothing,29,Alabama,S,3.3,No,0,Cash,0.0
34,F,Hat,Accessories,28,Wyoming,M,3.5,No,42,Credit Card,0.0
59,F,T-shirt,Clothing,20,Alabama,XL,4.1,Yes,0,Debit Card,10.0
49,M,Coat,Outerwear,96,Mississippi,M,4.0,No,0,Credit,0.0
18,F,Dress,Clothing,43,Pennsylvania,S,2.7,No,0,Cash,0.0
55,F,Shirt,Clothing,94,Wyoming,M,2.5,No,47,Credit Card,0.0
38,M,Skirt,Clothing,81,Maryland,XL,4.3,Yes,0,Debit Card,50.0
50,F,Jewelry,Accessories,75,North Carolina,M,3.3,No,0,Debit Card,0.0
61,F,Hat,Accessories,81,Pennsylvania,M,2.6,No,0,Credit Card,0.0
48,F,Shorts,Clothing,92,Idaho,L,3.5,No,0,Debit Card,0.0
22,F,Scarf,Accessories,96,California,XL,4.0,No,0,Credit Card,0.0
48,M,Jewelry,Accessories,71,Tennessee,S,2.6,No,0,Bank Transfer,0.0
57,F,Sunglasses,Accessories,50,Missouri,L,4.9,Yes,0,Debit Card,10.0
33,F,Coat,Outerwear,72,North Dakota,L,2.9,Yes,47,Debit Card,10.0
58,M,Jacket,Outerwear,28,West Virginia,M,3.7,Yes,5,Credit,10.0
37,F,Sweater,Clothing,59,Arizona,M,4.4,No,49,Credit Card,0.0
18,F,Coat,Outerwear,33,Oklahoma,S,4.4,No,0,Bank Transfer,0.0
65,F,Scarf,Accessories,59,Pennsylvania,L,3.8,Yes,22,Cash,10.0
62,F,Belt,Accessories,30,Idaho,XL,4.5,Yes,0,Credit Card,10.0
54,M,Hat,Accessories,85,South Carolina,XL,2.6,Yes,0,Debit Card,10.0
35,F,Backpack,Accessories,97,Washington,L,3.3,No,0,Cash,0.0
34,M,T-shirt,Clothing,36,Arkansas,S,4.1,No,48,Cash,0.0
25,F,Jewelry,Accessories,85,Utah,M,3.0,Yes,0,Debit Card,10.0
53,F,Sunglasses,Accessories,62,Alaska,M,3.0,No,27,Cash,0.0
45,M,Jeans,Clothing,71,West Virginia,S,3.4,No,0,Bank Transfer,0.0
49,F,Pants,Clothing,21,Louisiana,M,2.7,No,0,Credit,0.0
40,F,Backpack,Accessories,61,Arizona,M,3.8,No,0,Credit,0.0
38,F,Scarf,Accessories,58,Connecticut,M,4.2,Yes,0,Cash,20.0
44,F,Sweater,Clothing,80,North Carolina,L,4.7,No,0,Credit Card,0.0
68,M,Jewelry,Accessories,50,South Dakota,L,4.1,No,0,Debit Card,0.0
60,M,Sneakers,Footwear,48,Delaware,S,4.2,No,0,Debit Card,0.0
19,F,Coat,Outerwear,34,Tennessee,S,3.0,Yes,0,Bank Transfer,50.0
57,F,Coat,Outerwear,46,New Hampshire,S,2.6,No,0,Credit Card,0.0
58,F,Sunglasses,Accessories,27,Vermont,M,3.2,No,0,Bank Transfer,0.0
49,F,Handbag,Accessories,98,Idaho,S,3.6,Yes,0,Credit Card,20.0
19,F,Sweater,Clothing,73,North Carolina,M,2.6,No,0,Bank Transfer,0.0
50,F,Pants,Clothing,28,Nevada,L,4.4,No,2,Credit Card,0.0
30,F,Gloves,Accessories,76,Delaware,XL,3.0,No,39,Cash,0.0
52,M,Sweater,Clothing,83,Texas,M,2.9,Yes,0,Cash,10.0
35,M,Hoodie,Clothing,23,Tennessee,S,4.3,No,8,Debit Card,0.0
35,F,Hat,Accessories,28,Delaware,M,3.1,Yes,0,Bank Transfer,10.0
33,M,T-shirt,Clothing,83,Massachusetts,S,3.0,No,0,Debit Card,0.0
52,F,Skirt,Clothing,96,Minnesota,L,3.6,No,12,Debit Card,0.0
27,F,Shorts,Clothing,25,Nebraska,M,2.8,No,50,Cash,0.0
66,F,Hoodie,Clothing,97,Oklahoma,L,4.9,No,0,Debit Card,0.0
28,M,Hoodie,Clothing,61,Texas,L,3.0,No,0,Cash,0.0
22,M,Shoes,Footwear,66,New York,S,4.1,No,0,Credit Card,0.0
69,F,Hoodie,Clothing,67,Washington,XL,4.6,Yes,0,Cash,10.0
28,F,Sunglasses,Accessories,80,Maryland,M,4.8,No,0,Cash,0.0
55,F,Skirt,Clothing,25,New Hampshire,L,2.6,No,47,Bank Transfer,0.0
30,F,Hat,Accessories,58,New York,S,4.0,No,0,Cash,0.0
67,F,Backpack,Accessories,96,Hawaii,M,4.2,No,0,Credit,0.0
25,M,Sunglasses,Accessories,77,California,L,4.5,No,0,Credit Card,0.0
49,M,Belt,Accessories,65,Indiana,M,4.9,Yes,0,Debit Card,50.0
34,F,Jewelry,Accessories,36,Louisiana,M,3.1,No,0,Credit Card,0.0
22,M,Sneakers,Footwear,84,Pennsylvania,M,4.0,No,0,Debit Card,0.0
63,F,T-shirt,Clothing,58,Florida,XL,3.2,No,0,Cash,0.0
70,F,Handbag,Accessories,62,North Carolina,S,4.3,Yes,0,Credit Card,10.0
36,F,Hat,Accessories,67,Massachusetts,S,2.5,No,0,Cash,0.0
42,F,Sweater,Clothing,20,Iowa,M,4.9,Yes,0,Cash,10.0
23,F,Scarf,Accessories,58,Iowa,L,3.4,No,0,Debit Card,0.0
50,M,Shirt,Clothing,53,Delaware,XL,4.8,No,0,Debit Card,0.0
56,M,Gloves,Accessories,30,New York,L,4.7,No,0,Debit Card,0.0
37,M,Hoodie,Clothing,65,New Hampshire,XL,4.7,Yes,46,Debit Card,20.0
67,F,Jewelry,Accessories,41,Kentucky,M,3.9,No,0,Cash,0.0
67,F,Shirt,Clothing,73,Illinois,M,3.7,No,0,Bank Transfer,0.0
50,M,Hoodie,Clothing,98,North Carolina,S,4.3,No,0,Cash,0.0
62,M,T-shirt,Clothing,81,Wisconsin,M,4.6,No,2,Debit Card,0.0
65,F,Skirt,Clothing,90,Massachusetts,L,3.6,Yes,32,Bank Transfer,20.0
23,M,Handbag,Accessories,83,Illinois,S,4.8,No,0,Cash,0.0
46,F,Shirt,Clothing,91,New Mexico,XL,2.8,No,16,Bank Transfer,0.0
18,F,Pants,Clothing,36,Iowa,M,4.7,No,32,Debit Card,0.0
58,M,Coat,Outerwear,53,Alabama,L,3.9,No,0,Debit Card,0.0
31,M,Jeans,Clothing,39,Maryland,M,2.6,No,0,Credit Card,0.0
39,M,Gloves,Accessories,33,Ohio,S,4.7,Yes,0,Cash,10.0
69,F,T-shirt,Clothing,76,Ohio,L,3.5,No,0,Debit Card,0.0
68,F,Boots,Footwear,23,Nevada,L,4.4,Yes,43,Debit Card,10.0
41,F,Jeans,Clothing,54,South Carolina,S,4.4,No,0,Bank Transfer,0.0
31,M,Sneakers,Footwear,89,Nevada,L,3.0,No,0,Cash,0.0
48,F,Sneakers,Footwear,38,Wisconsin,M,4.2,No,7,Bank Transfer,0.0
59,M,Hat,Accessories,36,Tennessee,XL,4.3,No,0,Debit Card,0.0
34,M,Pants,Clothing,66,Florida,M,2.6,Yes,10,Debit Card,10.0
21,F,Jewelry,Accessories,42,Georgia,L,3.3,Yes,40,Debit Card,10.0
29,U,Jewelry,Accessories,36,Kentucky,S,2.7,Yes,0,Debit Card,10.0
41,F,Blouse,Clothing,86,Ohio,M,4.2,Yes,0,Credit Card,10.0
62,F,Handbag,Accessories,49,Connecticut,M,4.0,No,8,Credit,0.0
27,U,Shirt,Clothing,41,Idaho,M,4.0,Yes,0,Bank Transfer,10.0
49,U,Dress,Clothing,82,Georgia,L,2.9,No,0,Credit Card,0.0
67,F,T-shirt,Clothing,53,Tennessee,S,2.6,No,0,Credit,0.0
20,M,Shoes,Footwear,21,Hawaii,M,4.8,Yes,0,Debit Card,10.0
69,F,Belt,Accessories,89,Nevada,L,4.0,Yes,41,Bank Transfer,10.0
66,M,Handbag,Accessories,55,New Hampshire,L,3.6,No,46,Debit Card,0.0
37,M,Scarf,Accessories,42,North Dakota,S,3.2,Yes,0,Debit Card,10.0
63,F,Shorts,Clothing,52,Oklahoma,S,3.1,Yes,0,Cash,10.0
47,M,Sandals,Footwear,92,North Carolina,M,4.2,No,0,Cash,0.0
26,F,Pants,Clothing,56,Tennessee,L,3.0,No,0,Debit Card,0.0
68,M,Dress,Clothing,96,Montana,M,4.2,No,47,Credit,0.0
51,F,T-shirt,Clothing,64,Wisconsin,M,2.9,No,0,Debit Card,0.0
60,F,Socks,Clothing,83,New Jersey,XL,3.6,No,0,Credit,0.0
68,F,Scarf,Accessories,91,Mississippi,L,3.6,No,0,Debit Card,0.0
25,F,Backpack,Accessories,94,Wyoming,S,4.5,No,0,Cash,0.0
57,F,Skirt,Clothing,62,Illinois,S,3.2,No,0,Cash,0.0
59,F,Coat,Outerwear,68,Oregon,L,4.6,No,42,Bank Transfer,0.0
44,M,Jewelry,Accessories,76,South Dakota,M,2.5,No,42,Cash,0.0
42,F,Backpack,Accessories,31,Michigan,M,4.3,Yes,0,Bank Transfer,10.0
35,F,Belt,Accessories,81,New Jersey,M,4.1,No,0,Credit,0.0
36,F,Dress,Clothing,83,Oregon,M,4.6,No,0,Credit,0.0
54,F,Skirt,Clothing,21,Iowa,M,4.8,No,0,Debit Card,0.0
37,F,Dress,Clothing,22,South Carolina,M,4.9,Yes,23,Debit Card,10.0
20,F,T-shirt,Clothing,33,Indiana,M,2.8,Yes,0,Bank Transfer,10.0
23,F,Skirt,Clothing,23,Oregon,S,4.9,No,34,Cash,0.0
61,F,Shorts,Clothing,96,New York,L,3.5,No,0,Bank Transfer,0.0
37,F,Jewelry,Accessories,21,New Mexico,M,3.8,No,0,Credit,0.0
23,F,Pants,Clothing,39,Louisiana,M,4.5,No,0,Credit Card,0.0
63,M,Belt,Accessories,73,South Carolina,S,3.4,No,19,Credit Card,0.0
47,M,Jeans,Clothing,64,Maine,M,3.9,No,29,Credit Card,0.0
63,M,Jeans,Clothing,68,Indiana,M,4.1,Yes,27,Credit Card,10.0
56,F,Hat,Accessories,89,Iowa,L,3.0,No,0,Credit Card,0.0
68,F,Blouse,Clothing,29,Mississippi,M,3.3,No,0,Credit Card,0.0
64,F,Shirt,Clothing,97,Arkansas,XL,4.9,Yes,28,Debit Card,10.0
62,F,Shirt,Clothing,45,South Carolina,M,4.3,No,31,Credit Card,0.0
49,F,Coat,Outerwear,56,Florida,M,4.0,Yes,0,Debit Card,10.0
40,F,Jacket,Outerwear,55,Alaska,L,5.0,No,0,Credit Card,0.0
50,F,Hoodie,Clothing,46,New York,S,3.1,No,0,Credit Card,0.0
25,F,Scarf,Accessories,95,Texas,M,4.0,Yes,0,Debit Card,10.0
30,F,Belt,Accessories,88,North Dakota,M,3.2,Yes,0,Bank Transfer,10.0
54,M,Sneakers,Footwear,92,Vermont,L,3.9,No,0,Cash,0.0
40,M,Socks,Clothing,49,New Jersey,M,3.9,Yes,0,Cash,50.0
27,F,Coat,Outerwear,22,Connecticut,XL,4.4,Yes,0,Credit,10.0
27,M,Shoes,Footwear,61,Illinois,XL,3.1,No,0,Debit Card,0.0
48,F,Scarf,Accessories,29,Maryland,S,2.9,No,14,Debit Card,0.0
40,F,Sneakers,Footwear,82,Minnesota,M,3.7,No,0,Bank Transfer,0.0
67,F,Belt,Accessories,94,Florida,M,3.2,No,0,Credit Card,0.0
52,F,Handbag,Accessories,99,California,M,3.5,No,38,Bank Transfer,0.0
22,F,Handbag,Accessories,59,Mississippi,S,3.0,Yes,0,Debit Card,10.0
62,F,Boots,Footwear,90,Washington,M,4.1,Yes,0,Credit Card,10.0
20,F,Boots,Footwear,100,Wisconsin,S,2.9,Yes,0,Debit Card,20.0
34,F,Sunglasses,Accessories,78,Missouri,M,4.1,No,0,Cash,0.0
23,F,Hoodie,Clothing,94,Oklahoma,M,4.6,No,0,Debit Card,0.0
32,M,Shoes,Footwear,74,Pennsylvania,M,2.5,Yes,0,Credit Card,20.0
68,M,Handbag,Accessories,52,Kentucky,XL,3.7,Yes,0,Debit Card,10.0
30,F,Jacket,Outerwear,81,Vermont,M,3.8,Yes,0,Cash,10.0
62,F,Pants,Clothing,32,Utah,XL,3.7,Yes,3,Debit Card,20.0
50,F,Boots,Footwear,63,Nebraska,XL,2.6,No,0,Cash,0.0
55,M,Boots,Footwear,79,Pennsylvania,M,3.1,No,0,Cash,0.0
19,M,Sweater,Clothing,23,Vermont,M,2.5,No,0,Credit Card,0.0
67,F,Gloves,Accessories,64,Kentucky,M,4.9,No,36,Bank Transfer,0.0
18,F,Socks,Clothing,69,Iowa,M,4.5,Yes,0,Cash,50.0
62,F,Shorts,Clothing,50,Illinois,M,3.7,No,0,Debit Card,0.0
28,F,Gloves,Accessories,97,North Carolina,S,2.6,No,0,Debit Card,0.0
53,F,Sandals,Footwear,91,Ohio,S,3.4,No,0,Debit Card,0.0
27,F,Blouse,Clothing,37,Illinois,L,4.9,Yes,0,Bank Transfer,10.0
55,F,Jacket,Outerwear,55,Indiana,S,3.9,No,0,Cash,0.0
34,M,Jewelry,Accessories,52,Kansas,XL,3.6,No,39,Bank Transfer,0.0
25,M,Hat,Accessories,80,Illinois,L,4.6,No,49,Debit Card,0.0
66,F,Socks,Clothing,79,Pennsylvania,M,4.0,No,0,Credit Card,0.0
57,F,Handbag,Accessories,23,New York,M,3.6,No,31,Debit Card,0.0
46,M,Pants,Clothing,73,Utah,L,3.5,No,0,Debit Card,0.0
38,F,Gloves,Accessories,99,New Jersey,M,4.1,Yes,0,Bank Transfer,10.0
23,U,Sweater,Clothing,22,Idaho,M,3.0,No,0,Debit Card,0.0
42,M,Hat,Accessories,68,New Mexico,M,4.4,No,35,Debit Card,0.0
25,M,Dress,Clothing,92,Michigan,S,4.4,No,0,Credit Card,0.0
55,M,Pants,Clothing,77,Wyoming,M,3.7,Yes,0,Debit Card,20.0
62,F,Coat,Outerwear,37,New Jersey,XL,4.8,No,32,Debit Card,0.0
41,F,Scarf,Accessories,79,New Jersey,L,2.9,No,0,Debit Card,0.0
56,F,Socks,Clothing,27,Nevada,M,4.0,No,0,Bank Transfer,0.0
70,F,Socks,Clothing,76,Indiana,S,3.9,No,0,Cash,0.0
42,F,Dress,Clothing,31,New York,M,3.4,No,30,Bank Transfer,0.0
27,F,Hoodie,Clothing,60,Louisiana,M,2.7,No,27,Cash,0.0
65,F,T-shirt,Clothing,99,Virginia,M,3.5,Yes,0,Debit Card,20.0
62,F,Hat,Accessories,37,Wisconsin,XL,3.0,Yes,8,Credit Card,20.0
62,U,Boots,Footwear,50,Oregon,M,4.5,Yes,0,Debit Card,10.0
52,M,Jeans,Clothing,26,New Hampshire,XL,4.1,No,24,Cash,0.0
56,M,Shorts,Clothing,86,Indiana,XL,5.0,No,0,Credit Card,0.0
28,M,Sandals,Footwear,41,Massachusetts,L,4.0,No,8,Cash,0.0
39,F,Sandals,Footwear,23,Montana,XL,4.9,No,0,Credit,0.0
